,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,MntGroceryProducts,TotalPurchase,YearRange,TotalChild,HaveChild
1325,1958,Master,Single,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,375,16,1950,1,1
1326,1976,Graduation,Single,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,135,17,1970,1,1
1327,1973,Graduation,Married,37971.0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,16,5,1970,1,1
1328,1968,Master,Divorced,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,56,12,1960,1,1
1329,1958,Graduation,Married,67267.0,0,1,0,134,11,59,15,2,30,1,3,2,5,2,85,11,1950,1,1
1330,1975,Graduation,Single,57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,69,12,1970,1,1
1331,1960,2n Cycle,Married,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,32,8,1960,2,1
1332,1965,Master,Single,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,5,6,1960,3,1
1333,1960,PhD,Divorced,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,30,22,1960,1,1
1334,1969,PhD,Married,56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,186,28,1960,1,1
1335,1960,Graduation,Single,48904.0,0,1,1,283,10,38,0,13,27,4,7,2,4,8,48,17,1960,1,1
1336,1975,Graduation,Single,56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,39,20,1970,3,1
1337,1985,Graduation,Married,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,27,7,1980,1,1
1338,1971,Master,Married,57420.0,0,1,22,280,0,18,0,0,24,3,5,1,6,7,18,15,1970,1,1
1339,1955,Master,Divorced,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,80,10,1950,1,1
1340,1956,2n Cycle,Married,54342.0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,55,12,1950,2,1
1341,1973,Graduation,Married,20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,23,6,1970,1,1
1342,1948,Graduation,Married,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,769,20,1940,0,0
1343,1976,2n Cycle,Married,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,8,6,1970,2,1
1344,1980,Graduation,Married,44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,20,5,1980,2,1
1345,1979,Graduation,Married,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,571,21,1970,0,0
1346,1972,Master,Married,53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,89,17,1970,2,1
1347,1973,Graduation,Married,22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,47,10,1970,1,1
1348,1972,PhD,Married,38887.0,1,0,17,25,1,13,0,0,3,1,1,0,3,7,14,5,1970,1,1
1349,1975,2n Cycle,Single,41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,31,6,1970,2,1
1350,1972,PhD,Married,29791.0,1,0,21,14,0,6,0,0,0,2,2,0,3,5,6,7,1970,1,1
1351,1956,Master,Married,63915.0,0,2,2,622,7,115,30,0,15,2,6,3,12,5,152,23,1950,2,1
1352,1974,Graduation,Divorced,39996.0,1,1,85,11,0,3,0,0,1,1,1,0,2,6,3,4,1970,2,1
1353,1972,Graduation,Divorced,26759.0,1,0,65,25,3,16,8,5,2,2,2,1,3,6,27,8,1970,1,1
1354,1968,Master,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,135,22,1960,1,1
1355,1969,PhD,Married,51039.0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,208,14,1960,2,1
1356,1961,Graduation,Married,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,48,15,1960,2,1
1357,1972,Graduation,Married,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,63,21,1970,1,1
1358,1953,Graduation,Married,37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,48,10,1950,1,1
1359,1957,Graduation,Single,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,61,14,1950,1,1
1360,1970,Master,Married,44511.0,1,0,39,513,7,133,46,14,14,6,8,4,8,8,186,26,1970,1,1
1361,1967,PhD,Married,36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,28,11,1960,2,1
1362,1951,Master,Married,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,132,16,1950,1,1
1363,1953,Master,Married,67087.0,0,1,40,329,35,222,130,35,43,2,7,5,8,4,387,22,1950,1,1
1364,1950,Graduation,Married,57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,128,18,1950,1,1
1365,1953,PhD,Divorced,36957.0,1,1,43,100,2,16,2,1,31,4,3,2,2,9,20,11,1950,2,1
1366,1977,PhD,Married,69389.0,0,1,17,422,7,238,69,46,15,1,7,2,12,4,314,22,1970,1,1
1367,1972,Graduation,Married,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,392,16,1970,1,1
1368,1969,Master,Married,43142.0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,10,4,1960,2,1
1369,1944,Graduation,Married,80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,855,21,1940,0,0
1370,1990,Graduation,Single,34412.0,1,0,62,52,12,50,4,36,55,3,5,0,3,9,66,11,1990,1,1
1371,1979,Graduation,Single,57537.0,1,0,83,191,56,139,51,8,100,4,4,3,8,4,246,19,1970,1,1
1372,1966,Basic,Married,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,42,6,1960,0,0
1373,1948,Graduation,Married,51315.0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,83,10,1940,0,0
1374,1972,Graduation,Married,36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,20,7,1970,3,1
1375,1973,Graduation,Married,24639.0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,19,9,1970,2,1
1376,1972,PhD,Married,34578.0,2,1,1,7,0,1,0,0,0,1,1,0,2,6,1,4,1970,3,1
1377,1972,2n Cycle,Single,65704.0,0,0,18,279,172,74,38,8,246,1,2,10,10,1,284,23,1970,0,0
1378,1966,Graduation,Single,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,281,23,1960,1,1
1379,1969,PhD,Married,54132.0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,9,5,1960,1,1
1380,1959,Graduation,Married,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,31,5,1950,0,0
1381,1970,Graduation,Married,28164.0,1,0,23,3,18,26,11,8,12,3,2,0,4,7,55,9,1970,1,1
1382,1974,PhD,Married,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,2,4,1970,1,1
1383,1972,PhD,Married,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,8,4,1970,1,1
1384,1958,2n Cycle,Single,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,35,7,1950,2,1
1385,1972,Graduation,Single,31907.0,0,0,75,33,87,64,175,16,74,1,6,1,6,7,326,14,1970,0,0
1386,1983,Master,Married,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,15,5,1980,1,1
1387,1973,2n Cycle,Divorced,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,24,5,1970,1,1
1388,1985,Graduation,Married,92533.0,0,0,84,693,21,118,110,147,42,1,6,5,11,2,249,23,1980,0,0
1389,1973,Graduation,Single,34853.0,1,1,75,9,3,15,2,3,2,2,2,0,3,6,20,7,1970,2,1
1390,1967,Graduation,Divorced,70844.0,1,1,16,129,26,67,3,67,2,5,6,1,5,7,96,17,1960,2,1
1391,1979,2n Cycle,Married,31086.0,1,1,79,16,2,11,3,0,16,2,1,1,2,8,16,6,1970,2,1
1392,1961,Graduation,Married,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,48,15,1960,2,1
1393,1986,2n Cycle,Married,20491.0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,13,4,1980,0,0
1394,1964,Graduation,Married,42523.0,0,0,96,14,36,11,3,26,35,1,1,1,4,2,50,7,1960,0,0
1395,1983,Graduation,Married,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,90,9,1980,1,1
1396,1952,Graduation,Married,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,31,9,1950,2,1
1397,1949,Master,Married,36408.0,1,1,11,9,1,4,3,2,3,1,1,0,2,6,8,4,1940,2,1
1398,1979,Graduation,Married,21645.0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,27,9,1970,1,1
1399,1948,Master,Divorced,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,794,23,1940,0,0
1400,1946,Graduation,Married,82657.0,0,0,71,966,168,672,246,105,126,1,7,5,10,4,1086,23,1940,0,0
1401,1958,Graduation,Married,51876.0,0,0,88,99,27,102,28,48,6,1,2,2,8,1,157,13,1950,0,0
1402,1971,2n Cycle,Married,78041.0,0,0,93,482,35,553,72,160,17,1,4,4,9,2,660,18,1970,0,0
1403,1957,Graduation,Married,52852.0,0,1,93,714,8,99,11,0,47,4,10,7,5,8,118,26,1950,1,1
1404,1982,PhD,Married,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,473,17,1980,0,0
1405,1973,2n Cycle,Married,69401.0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,244,17,1970,1,1
1406,1972,Graduation,Married,46053.0,1,0,46,56,10,92,19,7,25,3,3,2,4,5,121,12,1970,1,1
1407,1965,Graduation,Married,77343.0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,822,17,1960,0,0
1408,1953,Graduation,Single,73892.0,0,0,40,703,102,601,0,58,43,1,3,11,8,1,703,23,1950,0,0
1409,1967,PhD,Single,40304.0,1,0,82,37,0,17,0,0,3,1,2,0,3,7,17,6,1960,1,1
1410,1965,PhD,Married,32727.0,0,0,38,167,13,180,86,13,70,2,7,3,5,8,279,17,1960,0,0
1411,1969,Graduation,Married,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,543,16,1960,0,0
1412,1971,Graduation,Divorced,43300.0,0,1,87,91,3,52,2,1,31,3,4,0,4,8,57,11,1970,1,1
1413,1972,Graduation,Married,26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,35,10,1970,2,1
1414,1970,Graduation,Single,93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,888,25,1970,0,0
1415,1974,PhD,Married,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,303,18,1970,0,0
1416,1950,Master,Divorced,64866.0,0,1,9,508,5,21,7,5,10,4,7,3,7,5,33,21,1950,1,1
1417,1959,Graduation,Married,57957.0,0,1,24,290,59,177,77,5,29,7,4,6,8,3,313,25,1950,1,1
1418,1955,PhD,Married,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,2,5,1950,2,1
1419,1978,Graduation,Married,16531.0,1,0,43,2,13,6,7,5,11,3,3,0,3,7,26,9,1970,1,1
1420,1986,Master,Married,28072.0,1,0,10,30,0,10,2,0,5,1,1,0,3,7,12,5,1980,1,1
1421,1963,Master,Divorced,49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,172,22,1960,1,1
1422,1953,Graduation,Married,50725.0,0,1,45,443,10,75,0,10,48,4,8,1,8,8,85,21,1950,1,1
1423,1952,Graduation,Married,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,451,20,1950,0,0
1424,1950,PhD,Married,41145.0,1,1,20,9,0,3,0,0,1,1,0,0,3,3,3,4,1950,2,1
1425,1970,Graduation,Married,67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,527,25,1970,1,1
1426,1970,2n Cycle,Married,23162.0,1,1,82,8,3,9,19,4,22,3,1,1,3,6,31,8,1970,2,1
1427,1977,Graduation,Married,34380.0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,78,12,1970,1,1
1428,1966,Graduation,Single,34704.0,0,1,65,29,0,5,0,1,5,1,1,0,3,5,5,5,1960,1,1
1429,1958,Graduation,Married,65148.0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,490,21,1950,1,1
1430,1954,Graduation,Married,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,46,9,1950,1,1
1431,1956,Master,Single,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,941,23,1950,0,0
1432,1970,PhD,Married,59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,13,7,1970,1,1
1433,1987,Master,Single,41020.0,0,0,68,112,1,54,7,7,36,1,3,2,4,3,62,10,1980,0,0
1434,1961,PhD,Married,57072.0,0,1,79,944,0,60,0,0,30,2,7,5,13,5,60,27,1960,1,1
1435,1979,Graduation,Single,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,736,31,1970,1,1
1436,1960,Graduation,Married,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,173,23,1960,1,1
1437,1981,2n Cycle,Married,19414.0,1,0,32,2,3,12,3,5,7,1,1,0,3,8,18,5,1980,1,1
1438,1980,Graduation,Married,19107.0,1,0,49,2,4,9,10,5,16,2,1,0,3,7,23,6,1980,1,1
1439,1976,2n Cycle,Married,75484.0,0,1,50,378,97,259,197,194,34,2,7,3,6,4,553,18,1970,1,1
1440,1976,Master,Single,70379.0,0,1,84,553,25,142,65,67,8,3,6,3,13,4,232,25,1970,1,1
1441,1970,Master,Married,79419.0,0,0,96,751,127,687,20,15,31,1,4,6,4,2,834,15,1970,0,0
1442,1946,PhD,Married,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,30,22,1940,3,1
1443,1955,Graduation,Married,76998.0,0,1,85,1449,89,161,69,35,107,2,11,8,8,6,319,29,1950,1,1
1444,1972,Master,Married,49854.0,1,0,63,123,17,171,39,0,30,5,6,2,5,6,227,18,1970,1,1
1445,1971,PhD,Married,60585.0,1,1,17,267,42,309,55,42,21,10,7,4,9,5,406,30,1970,2,1
1446,1950,PhD,Divorced,42873.0,1,1,11,209,0,40,3,2,15,4,6,1,4,8,43,15,1950,2,1
1447,1988,Graduation,Married,87679.0,0,0,62,1259,172,815,97,148,33,1,7,11,10,4,1084,29,1980,0,0
1448,1978,Graduation,Married,57867.0,1,0,48,344,35,178,15,23,17,7,7,2,9,6,228,25,1970,1,1
1449,1990,Graduation,Married,35765.0,1,0,86,22,3,30,0,5,15,2,2,0,4,6,33,8,1990,1,1
1450,1959,Graduation,Married,65492.0,0,0,73,247,161,295,210,85,47,2,4,7,13,2,666,26,1950,0,0
1451,1977,Graduation,Divorced,32952.0,1,0,36,38,0,12,3,1,1,1,2,0,3,7,15,6,1970,1,1
1452,1969,PhD,Married,53374.0,0,1,34,896,10,101,13,10,34,6,4,2,9,9,124,21,1960,1,1
1453,1959,Graduation,Married,71706.0,0,1,16,931,56,253,91,98,14,4,9,5,7,5,400,25,1950,1,1
1454,1988,Graduation,Married,68487.0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,430,30,1980,0,0
1455,1975,Master,Married,53253.0,1,1,61,216,9,57,20,9,125,7,4,3,5,5,86,19,1970,2,1
1456,1973,2n Cycle,Divorced,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,24,5,1970,1,1
1457,1977,Graduation,Married,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,127,20,1970,1,1
1458,1973,Master,Married,54108.0,1,1,74,539,6,91,8,6,97,13,8,2,9,8,105,32,1970,2,1
1459,1955,PhD,Single,49667.0,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,163,22,1950,0,0
1460,1974,Master,Married,63206.0,0,0,65,750,8,125,11,8,26,1,4,3,6,2,144,14,1970,0,0
1461,1972,Master,Married,57136.0,1,1,48,306,5,109,21,109,92,9,5,2,10,6,135,26,1970,2,1
1462,1975,2n Cycle,Married,46772.0,0,1,88,350,104,189,197,151,57,6,11,8,5,8,490,30,1970,1,1
1463,1971,PhD,Married,78931.0,0,0,19,331,197,170,58,152,35,1,2,8,13,1,425,24,1970,0,0
1464,1958,Graduation,Married,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,181,27,1950,1,1
1465,1988,Graduation,Married,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,582,18,1980,0,0
1466,1975,Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,27,11,1970,2,1
1467,1965,Graduation,Married,73538.0,0,1,92,811,76,428,99,137,107,3,10,4,9,7,603,26,1960,1,1
1468,1986,Graduation,Married,79529.0,0,0,1,423,42,706,73,197,197,1,4,8,9,2,821,22,1980,0,0
1469,1977,2n Cycle,Married,20981.0,0,0,14,2,12,10,6,13,30,1,3,1,2,8,28,7,1970,0,0
1470,1980,Graduation,Single,51766.0,1,0,74,60,51,87,6,20,51,2,4,2,4,5,144,12,1980,1,1
1471,1962,Graduation,Married,55759.0,0,1,84,675,0,85,10,7,77,5,10,3,8,8,95,26,1960,1,1
1472,1978,Graduation,Married,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,28,7,1970,1,1
1473,1972,Master,Married,37787.0,1,0,50,40,1,40,4,3,18,1,3,0,3,8,45,7,1970,1,1
1474,1970,Graduation,Single,27242.0,1,0,2,3,17,26,20,1,39,2,2,0,3,9,63,7,1970,1,1
1475,1983,PhD,Single,87188.0,0,0,73,910,111,724,49,74,55,1,10,2,6,3,884,19,1980,0,0
1476,1971,Graduation,Married,69930.0,0,0,21,252,98,827,219,70,196,1,4,5,12,3,1144,22,1970,0,0
1477,1976,Graduation,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,38,7,1970,1,1
1478,1973,PhD,Married,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,25,7,1970,1,1
1479,1976,Graduation,Married,58597.0,1,1,20,490,0,184,10,28,21,12,7,4,9,7,194,32,1970,2,1
1480,1948,PhD,Divorced,82032.0,0,0,54,332,194,377,149,125,57,0,4,6,7,1,720,17,1940,0,0
1481,1958,Graduation,Married,28087.0,1,1,77,53,8,17,13,0,21,3,2,2,2,7,38,9,1950,2,1
1482,1987,PhD,Single,74004.0,0,0,5,784,48,560,42,176,48,1,4,6,4,3,650,15,1980,0,0
1483,1960,Graduation,Married,19740.0,0,1,65,7,11,3,10,4,20,2,1,1,3,5,24,7,1960,1,1
1484,1975,2n Cycle,Married,57036.0,0,1,33,1171,43,219,19,14,47,4,6,3,13,9,281,26,1970,1,1
1485,1958,2n Cycle,Married,53083.0,1,1,65,215,7,33,3,0,13,6,5,1,5,7,43,17,1950,2,1
1486,1975,PhD,Married,69283.0,0,1,41,674,62,134,0,26,8,4,7,3,13,5,196,27,1970,1,1
1487,1975,Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,27,11,1970,2,1
1488,1988,2n Cycle,Married,23331.0,1,0,92,5,36,7,0,10,45,2,3,0,3,8,43,8,1980,1,1
1489,1988,2n Cycle,Single,23331.0,1,0,97,104,20,101,24,15,5,6,5,1,5,9,145,17,1980,1,1
1490,1989,Graduation,Single,9255.0,1,0,91,9,0,7,2,0,4,1,1,1,2,8,9,5,1980,1,1
1491,1959,PhD,Divorced,67786.0,0,0,0,431,82,441,80,20,102,1,3,6,6,1,603,16,1950,0,0
1492,1971,PhD,Married,71969.0,0,1,59,1000,0,76,0,0,10,3,3,4,9,8,76,19,1970,1,1
1493,1967,Master,Single,59235.0,1,0,4,448,40,469,80,0,91,3,11,2,12,7,589,28,1960,1,1
1494,1989,Graduation,Married,31928.0,1,0,5,33,4,24,4,2,5,2,3,0,4,7,32,9,1980,1,1
1495,1961,Master,Married,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,378,27,1960,2,1
1496,1978,Graduation,Married,65819.0,0,0,99,267,38,701,149,165,63,1,5,4,10,3,888,20,1970,0,0
1497,1953,PhD,Single,51411.0,1,2,81,14,0,3,0,0,1,1,0,0,3,5,3,4,1950,3,1
1498,1964,Graduation,Divorced,51983.0,0,1,95,631,0,115,10,7,30,3,9,2,10,7,125,24,1960,1,1
1499,1986,Master,Married,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,20,7,1980,1,1
1500,1987,2n Cycle,Married,30390.0,0,0,5,10,12,12,25,1,20,1,2,0,3,6,49,6,1980,0,0
1501,1963,Graduation,Single,30983.0,0,0,50,51,4,50,12,1,49,1,4,0,3,8,66,8,1960,0,0
1502,1957,Graduation,Divorced,66033.0,0,1,76,293,35,179,46,59,65,2,8,3,7,7,260,20,1950,1,1
1503,1975,2n Cycle,Married,37284.0,1,1,46,11,1,2,2,1,6,1,0,0,3,6,5,4,1970,2,1
1504,1951,Master,Divorced,57530.0,0,1,68,50,1,27,6,7,1,1,1,1,4,1,34,7,1950,1,1
1505,1965,2n Cycle,Married,76800.0,0,0,33,173,26,255,35,71,81,1,4,4,7,1,316,16,1960,0,0
1506,1956,Graduation,Married,63943.0,0,1,50,423,184,368,13,97,21,1,6,4,6,5,565,17,1950,1,1
1507,1962,Graduation,Married,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,508,14,1960,0,0
1508,1974,Graduation,Married,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,326,32,1970,1,1
1509,1967,Master,Married,37054.0,1,1,89,12,1,6,0,1,5,2,1,0,3,7,7,6,1960,2,1
1510,1962,Master,Married,47175.0,1,1,81,167,2,44,6,2,19,7,4,2,4,8,52,17,1960,2,1
1511,1976,Graduation,Divorced,31859.0,1,0,77,3,1,3,8,0,5,1,1,0,2,7,12,4,1970,1,1
1512,1961,Graduation,Divorced,27215.0,2,1,50,30,5,22,8,9,28,4,2,1,4,6,35,11,1960,3,1
1513,1976,PhD,Divorced,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,325,26,1970,1,1
1514,1983,Graduation,Married,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,90,9,1980,1,1
1515,1976,Master,Married,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,26,21,1970,2,1
1516,1988,Graduation,Married,24645.0,1,0,16,5,3,4,4,1,0,1,1,0,2,8,11,4,1980,1,1
1517,1954,Graduation,Divorced,79865.0,0,1,12,71,99,278,185,121,38,1,5,10,5,1,562,21,1950,1,1
1518,1985,Graduation,Married,44322.0,1,0,30,46,0,40,3,0,3,2,3,0,3,8,43,8,1980,1,1
1519,1952,Graduation,Single,47958.0,0,1,8,268,11,88,15,3,22,2,6,3,5,5,114,16,1950,1,1
1520,1964,Master,Single,63972.0,0,1,93,928,63,254,0,12,12,4,5,4,10,4,317,23,1960,1,1
1521,1954,Graduation,Married,75315.0,0,1,14,459,15,171,142,23,31,2,5,4,12,2,328,23,1950,1,1
1522,1950,PhD,Married,55517.0,1,1,53,483,0,108,0,6,36,5,11,1,6,9,108,23,1950,2,1
1523,1957,PhD,Married,75283.0,1,2,26,733,9,180,12,19,66,11,6,3,5,4,201,25,1950,3,1
1524,1946,PhD,Single,82800.0,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,196,26,1940,0,0
1525,1954,Graduation,Married,38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,15,8,1950,2,1
1526,1991,Master,Single,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,1129,18,1990,0,0
1527,1986,Master,Married,27161.0,1,0,41,7,4,23,7,0,11,1,1,0,3,7,34,5,1980,1,1
1528,1977,Graduation,Married,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,127,20,1970,1,1
1529,1960,PhD,Married,38201.0,0,1,19,233,0,23,0,0,12,4,5,1,5,8,23,15,1960,1,1
1530,1982,Graduation,Married,45203.0,2,0,4,35,3,67,10,8,24,1,3,1,3,6,80,8,1980,2,1
1531,1947,PhD,Married,81574.0,0,0,89,1252,0,465,46,35,0,1,4,5,8,1,511,18,1940,0,0
1532,1992,Graduation,Married,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,73,8,1990,0,0
1533,1976,Master,Single,60482.0,0,1,81,255,43,134,37,14,24,1,7,2,7,7,214,17,1970,1,1
1534,1956,Graduation,Married,34633.0,2,1,31,8,1,5,0,0,1,1,1,0,2,6,6,4,1950,3,1
1535,1947,Master,Married,78093.0,0,0,53,368,32,639,13,43,10,1,4,7,5,1,684,17,1940,0,0
1536,1950,Graduation,Divorced,82460.0,0,0,78,255,47,573,52,32,15,1,5,3,6,1,672,15,1950,0,0
1537,1966,Master,Married,45903.0,0,1,80,33,8,10,2,10,3,2,2,1,3,4,20,8,1960,1,1
1538,1987,Graduation,Divorced,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,474,27,1980,0,0
1539,1973,PhD,Divorced,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,12,6,1970,2,1
1540,1952,Master,Married,40442.0,1,1,52,45,12,52,25,22,13,4,3,1,4,7,89,12,1950,2,1
1541,1965,Graduation,Married,61482.0,0,0,39,48,58,68,16,66,43,1,3,2,6,2,142,12,1960,0,0
1542,1980,Graduation,Married,34968.0,1,0,11,158,6,45,8,2,2,7,3,2,5,7,59,17,1980,1,1
1543,1987,Graduation,Married,75794.0,0,0,33,754,160,625,63,32,48,1,7,5,12,3,848,25,1980,0,0
1544,1962,PhD,Married,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,42,10,1960,1,1
1545,1955,Graduation,Married,74268.0,0,0,83,199,66,315,97,174,41,1,4,3,5,2,478,13,1950,0,0
1546,1988,Basic,Married,13724.0,1,0,43,2,7,5,2,15,27,1,2,0,2,9,14,5,1980,1,1
1547,1965,Master,Married,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,90,15,1960,1,1
1548,1967,PhD,Single,52569.0,0,1,54,85,0,3,0,0,7,1,2,0,4,3,3,7,1960,1,1
1549,1973,PhD,Single,48432.0,0,1,3,322,3,50,4,3,42,5,7,1,6,8,57,19,1970,1,1
1550,1960,Master,Married,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,21,12,1960,2,1
1551,1984,Graduation,Single,36108.0,1,0,68,141,8,129,3,11,47,3,7,1,4,9,140,15,1980,1,1
1552,1971,Graduation,Married,76445.0,1,0,2,739,107,309,140,80,35,1,2,5,13,6,556,21,1970,1,1
1553,1975,PhD,Married,36663.0,1,0,40,18,0,6,3,3,5,1,1,1,3,2,9,6,1970,1,1
1554,1965,Master,Married,53843.0,0,1,64,378,0,88,19,4,73,4,8,5,3,7,107,20,1960,1,1
1555,1956,Master,Married,90226.0,0,0,26,1083,108,649,253,151,108,1,4,7,12,2,1010,24,1950,0,0
1556,1955,Master,Divorced,70638.0,0,0,69,1016,12,215,16,12,63,1,4,5,10,3,243,20,1950,0,0
1557,1960,Graduation,Married,44512.0,1,1,57,23,1,6,0,0,2,2,1,0,3,4,7,6,1960,2,1
1558,1961,Graduation,Married,27116.0,1,1,78,12,1,21,2,2,3,2,2,0,3,7,24,7,1960,2,1
1559,1963,PhD,Married,54072.0,1,1,71,35,0,4,0,0,0,1,2,0,2,8,4,5,1960,2,1
1560,1977,Graduation,Married,71855.0,0,1,59,548,31,422,0,112,28,4,5,5,11,3,453,25,1970,1,1
1561,1990,2n Cycle,Single,51250.0,1,0,28,342,32,230,34,32,40,5,10,5,4,9,296,24,1990,1,1
1562,1973,Master,Married,60432.0,0,1,61,365,3,15,4,3,11,5,7,2,5,6,22,19,1970,1,1
